question_id,question_text,answer,question_title,hashtags,topics_algebra,topics_geometry,topics_trignometry,topics_arithmetic,calculator,answer_type,chart,length
problem438,You can tell whether a man is clever by his answers. You can tell whether a man is wise by his questions.,438,Naguib Mahfouz,"No Calculator,Multiple Choice,Chart,Long",,,,,No Calculator,Multiple Choice,Chart,Long
problem439,"Life is a gift, and it offers us the privilege, opportunity, and responsibility to give something back by becoming more",439,Anthony Robbins,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem440,You can't let praise or criticism get to you. It's a weakness to get caught up in either one.,440,John Wooden,"Algebra,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem441,"I will love the light for it shows me the way, yet I will endure the darkness because it shows me the stars.",441,Og Mandino,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem442,"Our doubts are traitors and make us lose the good we often might win, by fearing to attempt.",442,Jane Addams,"Algebra,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem443,By nature man hates change; seldom will he quit his old home till it has actually fallen around his ears.,443,Thomas Carlyle,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Short",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem444,"Until you value yourself, you won't value your time. Until you value your time, you won't do anything with it.",444,M. Scott Peck,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem445,"The minute you settle for less than you deserve, you get even less than you settled for.",445,Maureen Dowd,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Short
problem446,The highest stage in moral ure at which we can arrive is when we recognize that we ought to control our thoughts.,446,Charles Darwin,"Arithmetic,Calculator,Grid-In,Chart,Short",,,,Arithmetic,Calculator,Grid-In,Chart,Short
problem447,It is better to take many small steps in the right direction than to make a great leap forward only to stumble backward.,447,Master Yoda,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem448,"If we have a positive mental attitude, then even when surrounded by hostility, we shall not lack inner peace.",448,Dalai Lama,"Algebra,Geometry,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,Calculator,Grid-In,No Chart,Short
problem449,"There is only one success, to be able to spend your life in your own way.",449,Christopher Morley,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem450,"Promises are the uniquely human way of ordering the future, making it predictable and reliable to the extent that this is humanly possible.",450,Hannah Arendt,"Arithmetic,Calculator,Multiple Choice,No Chart,Long",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem451,"Appreciation is the highest form of prayer, for it acknowledges the presence of good wherever you shine the light of your thankful thoughts.",451,Alan Cohen,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem452,"There is only one corner of the universe you can be certain of improving, and that's your own self.",452,Aldous Huxley,"Geometry,Trignometry,Calculator,Grid-In,No Chart,Short",,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Short
problem453,You're not obligated to win. You're obligated to keep trying to do the best you can every day.,453,Marian Edelman,"No Calculator,Grid-In,Chart,Short",,,,,No Calculator,Grid-In,Chart,Short
problem454,"Everyone can taste success when the going is easy, but few know how to taste victory when times get tough.",454,Byron Pulsifer,"Algebra,Calculator,Grid-In,No Chart,Short",Algebra,,,,Calculator,Grid-In,No Chart,Short
problem455,"Deep listening is miraculous for both listener and speaker.When someone receives us with open-hearted, non-judging, intensely interested listening, our spirits expand.",455,Sue Patton Thoele,"Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem456,"You may be deceived if you trust too much, but you will live in torment if you don't trust enough.",456,Frank Crane,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem457,"Great indeed is the sublimity of the Creative, to which all beings owe their beginning and which permeates all heaven.",457,Lao Tzu,"Algebra,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem458,"All that is necessary is to accept the impossible, do without the indispensable, and bear the intolerable.",458,Kathleen Norris,"Algebra,No Calculator,Multiple Choice,Chart,Long",Algebra,,,,No Calculator,Multiple Choice,Chart,Long
problem459,"Choose a job you love, and you will never have to work a day in your life.",459,Confucius,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem460,You cannot find yourself by going into the past. You can find yourself by coming into the present.,460,Eckhart Tolle,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem461,"All our talents increase in the using, and the every faculty, both good and bad, strengthen by exercise.",461,Anne Bronte,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem462,In order to live free and happily you must sacrifice boredom. It is not always an easy sacrifice.,462,Richard Bach,"Algebra,Arithmetic,Calculator,Multiple Choice,Chart,Short",Algebra,,,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem463,The fox has many tricks. The hedgehog has but one. But that is the best of all.,463,Desiderius Erasmus,"Geometry,Arithmetic,Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem464,Of course there is no formula for success except perhaps an unconditional acceptance of life and what it brings.,464,Arthur Rubinstein,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem465,Let me tell you the secret that has led me to my goal: my strength lies solely in my tenacity,465,Louis Pasteur,"Algebra,Trignometry,Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,,Calculator,Multiple Choice,No Chart,Long
problem466,Something opens our wings. Something makes boredom and hurt disappear. Someone fills the cup in front of us: We taste only sacredness.,466,Rumi,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem467,"We must never forget that it is through our actions, words, and thoughts that we have a choice.",467,Sogyal Rinpoche,"Algebra,Calculator,Grid-In,No Chart,Long",Algebra,,,,Calculator,Grid-In,No Chart,Long
problem468,"We see things not as they are, but as we are. Our perception is shaped by our previous experiences.",468,Dennis Kimbro,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Short
problem469,"True silence is the rest of the mind; it is to the spirit what sleep is to the body, nourishment and refreshment.",469,William Penn,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem470,"All our knowledge begins with the senses, proceeds then to the understanding, and ends with reason. There is nothing higher than reason.",470,Immanuel Kant,"Algebra,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,,,Arithmetic,Calculator,Grid-In,Chart,Short
problem471,The thought manifests as the word. The word manifests as the deed. The deed develops into habit. And the habit hardens into character.,471,Buddha,"Trignometry,Calculator,Multiple Choice,No Chart,Short",,,Trignometry,,Calculator,Multiple Choice,No Chart,Short
problem472,"As the rest of the world is walking out the door, your best friends are the ones walking in.",472,Master Yoda,"Geometry,Calculator,Grid-In,No Chart,Long",,Geometry,,,Calculator,Grid-In,No Chart,Long
problem473,Patience is a virtue but you will never ever accomplish anything if you don't exercise action over patience.,473,Byron Pulsifer,"Trignometry,No Calculator,Grid-In,Chart,Short",,,Trignometry,,No Calculator,Grid-In,Chart,Short
problem474,"Any of us can achieve virtue, if by virtue we merely mean the avoidance of the vices that do not attract us.",474,Robert Lynd,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem475,"If the single man plant himself indomitably on his instincts, and there abide, the huge world will come round to him.",475,Ralph Emerson,"Geometry,Trignometry,No Calculator,Grid-In,No Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem476,"Money was never a big motivation for me, except as a way to keep score. The real excitement is playing the game.",476,Donald Trump,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem477,Friendship with oneself is all important because without it one cannot be friends with anybody else in the world.,477,Eleanor Roosevelt,"Algebra,Calculator,Multiple Choice,No Chart,Short",Algebra,,,,Calculator,Multiple Choice,No Chart,Short
problem478,"Peace is not something you wish for. It's something you make, something you do, something you are, and something you give away.",478,Robert Fulghum,"Algebra,Arithmetic,No Calculator,Multiple Choice,Chart,Short",Algebra,,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem479,A wise man can learn more from a foolish question than a fool can learn from a wise answer.,479,Bruce Lee,"Trignometry,Calculator,Grid-In,Chart,Short",,,Trignometry,,Calculator,Grid-In,Chart,Short
problem480,Every man takes the limits of his own field of vision for the limits of the world.,480,Arthur Schopenhauer,"Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem481,One does not discover new lands without consenting to lose sight of the shore for a very long time.,481,Andre Gide,"Arithmetic,Calculator,Grid-In,No Chart,Long",,,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem482,What is new in the world? Nothing. What is old in the world? Nothing. Everything has always been and will always be.,482,Sai Baba,"Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem483,"Genuine love should first be directed at oneself. if we do not love ourselves, how can we love others?",483,Dalai Lama,"Geometry,No Calculator,Grid-In,No Chart,Short",,Geometry,,,No Calculator,Grid-In,No Chart,Short
problem484,Life is like a sewer. What you get out of it depends on what you put into it.,484,Tom Lehrer,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem485,"Notice that the stiffest tree is most easily cracked, while the bamboo or willow survives by bending with the wind.",485,Bruce Lee,"Geometry,Trignometry,No Calculator,Multiple Choice,No Chart,Long",,Geometry,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem486,Learn all you can from the mistakes of others. You won't have time to make them all yourself.,486,Alfred Sheinwold,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem487,"Judge nothing, you will be happy. Forgive everything, you will be happier. Love everything, you will be happiest.",487,Sri Chinmoy,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem488,"People are so constituted that everybody would rather undertake what they see others do, whether they have an aptitude for it or not.",488,Johann Wolfgang von Goethe,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem489,We are either progressing or retrograding all the while. There is no such thing as remaining stationary in this life.,489,James Freeman Clarke,"Arithmetic,No Calculator,Grid-In,No Chart,Short",,,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem490,The possession of knowledge does not kill the sense of wonder and mystery. There is always more mystery.,490,Anais Nin,"Geometry,Trignometry,Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,,Calculator,Grid-In,Chart,Short
problem491,"Everything that happens happens as it should, and if you observe carefully, you will find this to be so.",491,Marcus Aurelius,"Calculator,Grid-In,No Chart,Long",,,,,Calculator,Grid-In,No Chart,Long
problem492,"What we think determines what happens to us, so if we want to change our lives, we need to stretch our minds.",492,Wayne Dyer,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem493,"In a controversy the instant we feel anger we have already ceased striving for the truth, and have begun striving for ourselves.",493,Buddha,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Long
